text,label
เด็กเอ๋ยเด็กดี ต้องกิน ดีกรี ลีโอ เหล้าขาว 🍻🍃😜🙊 #แคปชั่นคอวอยอ #แคปชั่นเสี่ยว #แคปชั่นอ่อย #แคปชั่นเด็ด #แคปชั่นน่ารัก #คำคม #แคปชั่นกวนตีน,neg
เมื่อ “ปรากฏการณ์จันทร์เต็มดวง” ถูก “ตีความใหม่” โดย 3 ศิลปิน Duangrit x Dudesweet x Trimode กลายเป็นประสบการณ์ ‘The North Full Moon ปาร์ตี้แสงเหนือ’ เสมือนอยู่บนดวงจันทร์ เตรียมชมความล้ำและมันส์ จากมนุษย์พวกแรกที่ได้ไปถึง 18 พ.ย. นี้ #SangSom #RedefineFullMoon #TheNorthFullmoonParty,neu
ทุกวันนี้รีโว่รอกโค่. ทำไวเเทกหงายได้ยังครับ 😝,neu
งอนบาบีก้อนถึง2020,neg
ก้อนมีรายละเอียดกาต้มน้ำเพิ่มเติมตามรูปนะคร้าบบ^^,neu
รำ😑,neg
หลอนจัดเลยครับ 55555,neu
10 พย : ยโสธร 11 พย : หนองคายBike Week 15 พย : งานช้างสุรินทร์ 17: พย : ตะวันแดงพัทยา 18: พย : ลานเบียร์สิงห์ กบินทร์บุรี,neu
กินไก่ KFC กับ เบียร์ช้าง ????,neu
เออแบบอะไรก็ฮอตพอท!555,neu
ใช้รุ่นนี้ไหมที่เขาจะเอามาทำแท็กซี่แทน..อัลติส,neu
วันนี้นะ ที่ลานโตโยต้า คุณวาสี ถนนชัยภูมิ-บ้านเขว้า,neu
แบรนด์sivannaมีของปลอมมั้ยคะ,q
มีเงินหรอ,pos
รีเจนซี่ ตื่นสบายจริงเหรอ 555,neg
ชาวกรุงตื่นเต้น รถบ้านสุดฮิป U Motel ที่ถูกเนรมิตขึ้นมาจาก U Beer #SleepWithU #UMotel อย่าลืมติดดาวเพจ https://www.facebook.com/UBeerThai/ เพื่อไม่พลาดเรื่องราวและกิจกรรม,neu
safe series 2018 จาก netflix เรื่องเกี่ยวกับลูกสาวหายตัวไป พ่อเธอจึงออกตามหา เล่าเรื่องได้สูตรสำเร็จของนิยายฮาลาน โคเบนมาก การสืบต่อไปเรื่อยจนพบความจริง ที่ชอบก็คือแม่งเก่งที่ทำให้ทุกตัวละครน่าสงสัยไปหมดได้ ถือว่าเป็น 8ep ที่ไม่น่าเบื่อเลยสนุกมาก #ชิตพลรีวิว,pos
บุหรี่ไฟฟ้านะ ไม่ใช่ยาบ้า มึงก้บ้า เกินไป,neg
แต่งหน้าง่ายๆแต่กันน้ำขั้นสุด https://www.youtube.com/watch?v=Ywm0RT8Kqjo #แป้งเจ้านาง #แป้งพัฟเจ้านาง #Chaonangthailand #Chaonangthailandofficial #แป้งพัฟ #แป้ง #แป้งพัพถูกและดี #แป้งผสมกันแดดที่ดีที่สุดในยุค #แป้งผสมรองพื้น #แป้งพัฟคุมมัน #ลิปเจ้านาง #ลิปแมทเจ้านาง #ลิปแมท สอบถาม-สั่งซื้อ-สมัครตัวแทน โทร. 088-888-8888 📲Line : @chaonangth 📩Inbox : m.me/chaonangthailandofficial,neu
น้อยใจแฟนหนุ่มมารับช้า ด.ญ.14 โดดสะพานลอยหวังฆ่าตัว อาการสาหัส,neu
"18.21น. ภูเก็ต เขต1 พลังประชารัฐ2,397 ประชาธิปัตย์1,818คะแนน ผลสังเกตการณ์นับคะแนนหน้าหน่วยจากอาสาสมัครTNN(อย่างไม่เป็นทางการ ) คลิก>https://www.tnnthailand.com/",neu
หลังจากลบsocial media appทุกอันออกจากมือถือและตั้งกฏกับตัวเองไม่ให้เข้ามาเช็คอะไรทั้งสิ้น (ยกเว้น HBD เพื่อน พิมพ์ก่อนและเข้าโพส เวลาทั้งหมดห้ามเกิน 1 นาที) และตั้ง habit ใหม่คือทำโจทย์เลข ผลคือหลัง 30 วัน cognitive functioningดีขึ้นมาก คิดอะไรเร็ว งานเสร็จ เครียดน้อยลง หลับสบาย,pos
